Window Size (s),Accuracy,AUC,Precision,Sensitivity,Specificity,TruePos (%),FalsePos (%),FalseNeg (%),TrueNeg (%)
10,0.9779802825715807,0.9827928079499139,0.9785794417063395,0.9759107099639045,0.9799087945566194,47.43065744428142,1.0877349262907847,1.142973171242926,50.33863445818487
2,0.9812730881902907,0.9882255130343967,0.9840913944774203,0.9776879880163405,0.9849474274000956,47.3538154887709,0.7887004484767255,1.381514511057271,50.4759695516951
4,0.9831013811959161,0.9875439339213901,0.9860674076610141,0.9792574710316129,0.9868419222389524,47.736399249884634,0.6848239094363334,1.0603725049336776,50.518404335745345
6,0.977584958076477,0.9824796650144789,0.984307673242357,0.9694292147954305,0.9853064950013855,47.34909515873619,0.775874587686967,1.532041131034292,50.34298912254255
8,0.9798278345002068,0.9846833811865913,0.9816133711073134,0.976855821079678,0.9825453814935933,47.63734029576048,0.9424422710638388,1.1433432490851114,50.27687418409057
