Window Size (s),Accuracy,AUC,Precision,Sensitivity,Specificity,TruePos (%),FalsePos (%),FalseNeg (%),TrueNeg (%)
180,0.9188852310180664,0.9538358449935913,0.9141684651374817,0.9211408615112304,0.91664209463135,44.471428571428575,4.728571428571429,4.107142857142857,46.69285714285714
300,0.9297329068183899,0.9705420136451721,0.9220744371414185,0.937401282787323,0.9222770046355881,45.78830421169579,4.236945763054237,3.1461468538531463,46.82860317139683
420,0.9278929948806762,0.9699555039405823,0.9047581791877747,0.9569005250930787,0.9000077685327229,46.18239019077966,5.291816238454403,2.492639051345138,46.033154519420805
540,0.9321961879730225,0.9711015343666076,0.9174184679985047,0.946129035949707,0.9188060575955855,45.67832941501867,4.411561333148942,2.9836813718711106,46.92642787996128
60,0.8147326707839966,0.851093876361847,0.9207932591438294,0.6763274550437928,0.9452765844377492,33.66489452924027,2.881152460984394,14.748756645515348,48.70519636425999
